college_code,department,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
10:MHSSCE,AUTOMOBILE ENGINEERING,39280008,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,40.0,10.0,10.0,9.0,42.0,10.0,8.0,41.0,10.0,12.0,9.0,32.0,11.0,9.0,['Diploma'],['Diploma'],5.38,5.46,5.15,4.56,5.42,6.44,5.48
10:MHSSCE,CIVIL,6181004,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,15.0,16.0,9.0,35.0,19.0,10.0,37.0,16.0,14.0,9.0,40.0,18.0,9.0,['Diploma'],['Diploma'],6.15,6.27,6.72,6.39,7.44,6.88,6.66
10:MHSSCE,COMPUTER ENGINEERING,7181003,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,16.0,17.0,14.0,45.0,13.0,15.0,32.0,18.0,17.0,14.0,33.0,14.0,13.0,['Diploma'],['Diploma'],5.11,5.75,7.5,6.96,7.08,8.04,7.33
10:MHSSCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181002,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,38.0,10.0,14.0,11.0,39.0,16.0,9.0,32.0,19.0,17.0,8.0,33.0,15.0,10.0,['Diploma'],['Diploma'],5.23,4.71,5.74,5.61,5.74,6.96,5.97
10:MHSSCE,ELECTRONICS ENGINEERING,11181001,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,10.0,10.0,10.0,32.0,10.0,8.0,32.0,10.0,10.0,8.0,35.0,10.0,8.0,['Diploma'],['Diploma'],4.77,4.64,5.14,4.7,5.41,5.67,5.58
10:MHSSCE,INFORMATION TECHNOLOGY ENGINEERING,12181001,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,16.0,20.0,14.0,32.0,11.0,11.0,33.0,20.0,20.0,14.0,33.0,15.0,12.0,['Diploma'],['Diploma'],4.82,5.11,5.69,5.64,6.41,7.19,6.15
10:MHSSCE,MECHANICAL,14181003,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,38.0,12.0,15.0,8.0,36.0,13.0,14.0,38.0,14.0,18.0,11.0,35.0,14.0,10.0,['Diploma'],['Diploma'],6.63,6.79,6.59,6.21,6.33,7.24,6.94
116:CSM INST,CIVIL,6181079,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,25.0,0.0,20.0,8.0,20.0,20.0,8.0,21.0,20.0,20.0,8.0,21.0,20.0,8.0,['Diploma'],['Diploma'],4.73,4.48,5.23,5.07,5.74,6.33,5.62
116:CSM INST,COMPUTER ENGINEERING,7181222,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,18.0,12.0,9.0,33.0,21.0,14.0,32.0,20.0,22.0,13.0,32.0,20.0,9.0,['Diploma'],['Diploma'],5.11,4.68,5.29,6.36,6.8,7.04,6.04
116:CSM INST,MECHANICAL,14181237,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,20.0,8.0,22.0,20.0,8.0,24.0,20.0,20.0,8.0,21.0,20.0,8.0,['Diploma'],['Diploma'],5.33,4.57,4.78,5.25,5.33,6.56,5.68
124:MGMCET,CIVIL,6181189,CEE80414:DESIGN,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,11.0,11.0,8.0,35.0,11.0,8.0,37.0,11.0,11.0,10.0,34.0,12.0,9.0,['Diploma'],['Diploma'],5.22,5.13,4.88,4.71,4.96,5.83,5.43
124:MGMCET,COMPUTER ENGINEERING,7181229,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,13.0,12.0,10.0,36.0,11.0,9.0,32.0,11.0,11.0,9.0,32.0,12.0,10.0,['Diploma'],['Diploma'],4.46,4.32,4.58,4.83,5.6,5.78,5.4
124:MGMCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181233,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,13.0,16.0,8.0,28.0,0.0,9.0,19.0,12.0,14.0,9.0,20.0,12.0,10.0,['Diploma'],['Diploma'],4.65,4.46,4.78,4.5,5.11,5.96,5.15
124:MGMCET,INFORMATION TECHNOLOGY ENGINEERING,12181233,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,10.0,11.0,9.0,32.0,10.0,9.0,32.0,10.0,10.0,8.0,26.0,0.0,8.0,['Diploma'],['Diploma'],4.68,4.07,4.69,4.48,5.26,4.88,4.99
124:MGMCET,MECHANICAL,14181384,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,27.0,0.0,16.0,10.0,23.0,14.0,8.0,23.0,13.0,1.0,7.0,23.0,13.0,11.0,['Diploma'],['Diploma'],5.28,5.14,5.04,5.14,5.85,6.68,5.81
126:SAKEC,COMPUTER ENGINEERING,7181335,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,11.0,15.0,8.0,32.0,13.0,8.0,32.0,12.0,12.0,8.0,32.0,12.0,8.0,['Diploma'],['Diploma'],4.5,4.57,4.58,4.96,5.44,6.3,5.4
126:SAKEC,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181399,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,15.0,14.0,8.0,34.0,13.0,8.0,38.0,17.0,17.0,8.0,26.0,0.0,8.0,['Diploma'],['Diploma'],5.58,5.11,5.22,4.82,4.67,5.96,5.48
126:SAKEC,ELECTRONICS ENGINEERING,11181128,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,10.0,12.0,8.0,25.0,0.0,8.0,24.0,0.0,14.0,8.0,18.0,10.0,8.0,['Diploma'],['Diploma'],4.69,4.36,4.57,4.67,4.89,5.42,4.99
126:SAKEC,INFORMATION TECHNOLOGY ENGINEERING,12181295,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,17.0,16.0,10.0,32.0,14.0,8.0,32.0,16.0,15.0,10.0,25.0,0.0,10.0,['Diploma'],['Diploma'],4.93,5.04,4.92,5.08,5.22,6.23,5.53
174:RAIT,COMPUTER ENGINEERING,7181569,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,14.0,17.0,8.0,33.0,14.0,11.0,32.0,14.0,16.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],5.0,5.14,5.75,5.46,6.12,7.07,6.28
174:RAIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181477,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,33.0,20.0,18.0,8.0,32.0,14.0,8.0,32.0,16.0,17.0,8.0,26.0,0.0,8.0,['Diploma'],['Diploma'],5.31,4.68,5.22,4.39,5.74,6.23,5.45
174:RAIT,ELECTRONICS ENGINEERING,11181293,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,11.0,10.0,8.0,32.0,13.0,8.0,28.0,0.0,12.0,8.0,13.0,13.0,8.0,['Diploma'],['Diploma'],5.04,4.82,5.04,5.04,4.96,5.58,5.37
174:RAIT,INFORMATION TECHNOLOGY ENGINEERING,12181479,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,17.0,15.0,8.0,32.0,15.0,8.0,34.0,16.0,16.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],5.14,5.04,5.31,5.04,5.59,6.31,5.77
17:BVCE,COMPUTER ENGINEERING,7181092,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,17.0,20.0,12.0,42.0,16.0,14.0,32.0,18.0,16.0,7.0,33.0,18.0,10.0,['Diploma'],['Diploma'],4.55,4.73,6.08,6.38,6.64,7.44,6.1
17:BVCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181082,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,15.0,13.0,8.0,32.0,13.0,8.0,25.0,0.0,15.0,8.0,18.0,18.0,8.0,['Diploma'],['Diploma'],5.23,4.61,5.52,4.89,5.22,5.88,5.36
17:BVCE,INFORMATION TECHNOLOGY ENGINEERING,12181070,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,18.0,18.0,8.0,32.0,16.0,8.0,32.0,17.0,16.0,9.0,32.0,19.0,11.0,['Diploma'],['Diploma'],5.18,5.14,5.62,4.96,6.15,6.58,5.92
17:BVCE,MECHANICAL,14181080,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,19.0,17.0,8.0,32.0,15.0,8.0,32.0,17.0,16.0,9.0,32.0,16.0,11.0,['Diploma'],['Diploma'],6.58,5.86,5.85,5.96,6.22,6.36,6.44
237:TEC,COMPUTER ENGINEERING,7181788,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,11.0,14.0,9.0,33.0,10.0,9.0,32.0,15.0,16.0,9.0,27.0,0.0,8.0,['Diploma'],['Diploma'],5.29,5.18,5.46,5.54,5.72,7.0,5.93
237:TEC,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181793,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,16.0,17.0,9.0,32.0,12.0,8.0,35.0,12.0,13.0,9.0,32.0,17.0,8.0,['Diploma'],['Diploma'],5.62,5.14,5.07,4.82,5.52,6.5,5.45
237:TEC,ELECTRONICS ENGINEERING,11181589,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,12.0,10.0,8.0,33.0,16.0,8.0,32.0,12.0,15.0,8.0,32.0,16.0,8.0,['Diploma'],['Diploma'],5.23,4.82,5.04,5.22,5.15,5.33,5.41
237:TEC,INFORMATION TECHNOLOGY ENGINEERING,12181606,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,33.0,16.0,18.0,11.0,33.0,17.0,8.0,32.0,19.0,17.0,10.0,32.0,17.0,9.0,['Diploma'],['Diploma'],5.21,5.25,5.31,4.96,5.37,6.58,5.5
237:TEC,MECHANICAL,14181525,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,19.0,11.0,36.0,14.0,15.0,35.0,17.0,13.0,14.0,33.0,15.0,12.0,['Diploma'],['Diploma'],5.96,6.21,5.7,6.11,6.59,6.8,6.4
238:TSEC,COMPUTER ENGINEERING,7181964,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,15.0,16.0,8.0,32.0,16.0,9.0,32.0,17.0,12.0,8.0,32.0,18.0,10.0,['Diploma'],['Diploma'],6.18,5.39,5.92,6.75,5.96,6.74,6.55
238:TSEC,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181912,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,43.0,21.0,20.0,16.0,32.0,16.0,13.0,40.0,16.0,18.0,13.0,33.0,18.0,12.0,['Diploma'],['Diploma'],6.08,7.0,7.56,7.39,7.07,7.77,7.4
238:TSEC,INFORMATION TECHNOLOGY ENGINEERING,12181674,ITC8044:ROBOTICS,P,ITC801,ITC802,ITC803,ELECTIVEII,35.0,11.0,11.0,11.0,33.0,14.0,7.0,32.0,18.0,17.0,8.0,34.0,10.0,9.0,['Diploma'],['Diploma'],5.04,5.11,5.35,6.04,6.22,6.69,6.2
356:PVPPCE,COMPUTER ENGINEERING,7182119,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,36.0,16.0,17.0,8.0,33.0,15.0,10.0,32.0,18.0,19.0,10.0,32.0,16.0,8.0,['Diploma'],['Diploma'],4.75,5.25,4.71,5.17,6.04,7.04,5.72
356:PVPPCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10181973,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,19.0,18.0,10.0,35.0,19.0,9.0,34.0,16.0,14.0,8.0,32.0,18.0,11.0,['Diploma'],['Diploma'],4.88,4.36,5.11,4.93,5.81,6.88,5.49
356:PVPPCE,ELECTRONICS ENGINEERING,11181660,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,14.0,14.0,8.0,34.0,16.0,8.0,25.0,0.0,16.0,9.0,20.0,17.0,8.0,['Diploma'],['Diploma'],4.65,4.57,4.89,4.7,5.52,6.58,5.46
356:PVPPCE,INFORMATION TECHNOLOGY ENGINEERING,12181849,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,13.0,11.0,8.0,32.0,13.0,7.0,32.0,14.0,12.0,9.0,32.0,15.0,10.0,['Diploma'],['Diploma'],4.61,4.64,5.04,5.04,5.93,5.62,5.5
366:VESIT,COMPUTER ENGINEERING,7182186,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,12.0,10.0,8.0,32.0,14.0,9.0,32.0,16.0,15.0,9.0,26.0,0.0,10.0,['Diploma'],['Diploma'],5.07,4.61,5.71,5.96,5.96,6.52,6.05
366:VESIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182031,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,12.0,12.0,8.0,32.0,14.0,8.0,33.0,12.0,10.0,8.0,26.0,0.0,8.0,['Diploma'],['Diploma'],5.54,4.54,5.48,4.79,5.59,5.81,5.45
366:VESIT,ELECTRONICS ENGINEERING,11181702,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,10.0,10.0,8.0,32.0,16.0,8.0,33.0,16.0,10.0,8.0,33.0,17.0,11.0,['Diploma'],['Diploma'],4.5,4.29,5.5,5.37,6.07,5.92,5.32
366:VESIT,INFORMATION TECHNOLOGY ENGINEERING,12181921,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,20.0,19.0,13.0,32.0,18.0,10.0,32.0,18.0,17.0,10.0,36.0,15.0,10.0,['Diploma'],['Diploma'],5.29,6.32,6.69,7.16,7.0,6.92,6.86
368:WIECT,COMPUTER ENGINEERING,7182420,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,10.0,11.0,5.0,36.0,11.0,9.0,32.0,13.0,15.0,6.0,32.0,14.0,8.0,['Diploma'],['Diploma'],4.89,4.64,5.13,4.63,6.0,6.41,5.5
368:WIECT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182254,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,17.0,18.0,8.0,27.0,0.0,8.0,19.0,18.0,17.0,8.0,23.0,0.0,8.0,['Diploma'],['Diploma'],4.85,4.64,4.78,4.86,5.22,6.27,5.36
385:ACPCE,COMPUTER ENGINEERING,7182493,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,18.0,18.0,8.0,34.0,14.0,8.0,32.0,14.0,16.0,9.0,32.0,14.0,6.0,['Diploma'],['Diploma'],4.39,4.61,4.92,4.67,5.8,6.3,5.32
385:ACPCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182329,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,15.0,16.0,8.0,34.0,18.0,9.0,32.0,15.0,17.0,11.0,26.0,0.0,8.0,['Diploma'],['Diploma'],4.81,4.46,5.41,4.71,5.7,6.46,5.43
385:ACPCE,ELECTRONICS ENGINEERING,11181840,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,19.0,18.0,9.0,37.0,18.0,11.0,32.0,17.0,16.0,9.0,32.0,16.0,8.0,['Diploma'],['Diploma'],4.54,4.61,4.57,5.15,5.7,6.42,5.51
385:ACPCE,INFORMATION TECHNOLOGY ENGINEERING,12181986,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,12.0,12.0,9.0,26.0,0.0,9.0,18.0,0.0,12.0,8.0,16.0,0.0,8.0,['Diploma'],['Diploma'],4.43,4.5,4.35,4.0,4.23,5.73,4.91
385:ACPCE,MECHANICAL,14181609,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,27.0,0.0,13.0,10.0,18.0,15.0,9.0,19.0,13.0,13.0,11.0,19.0,16.0,8.0,['Diploma'],['Diploma'],5.62,5.21,4.48,5.18,6.0,6.28,5.72
390:RSCE,COMPUTER ENGINEERING,7182577,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,22.0,21.0,13.0,43.0,20.0,13.0,40.0,21.0,21.0,14.0,40.0,20.0,12.0,['Diploma'],['Diploma'],4.89,4.78,5.92,5.71,7.32,7.93,6.33
390:RSCE,MECHANICAL,14181683,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,14.0,8.0,32.0,17.0,9.0,26.0,0.0,12.0,10.0,19.0,16.0,10.0,['Diploma'],['Diploma'],5.75,5.14,5.44,5.42,5.63,6.76,5.91
403:SIGCE,COMPUTER ENGINEERING,7182581,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,10.0,13.0,8.0,32.0,13.0,8.0,32.0,14.0,17.0,8.0,32.0,10.0,9.0,['Diploma'],['Diploma'],4.29,4.57,5.25,5.58,5.48,6.11,5.32
403:SIGCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182441,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,13.0,14.0,9.0,32.0,15.0,10.0,26.0,0.0,19.0,13.0,21.0,0.0,10.0,['Diploma'],['Diploma'],5.0,4.64,5.11,4.96,5.81,6.88,5.74
421:DJSCE,COMPUTER ENGINEERING,7182667,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,38.0,18.0,16.0,9.0,44.0,20.0,12.0,32.0,21.0,21.0,12.0,32.0,20.0,9.0,['Diploma'],['Diploma'],5.29,5.89,6.63,6.46,5.64,7.11,6.22
421:DJSCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182515,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,20.0,19.0,10.0,40.0,17.0,13.0,37.0,18.0,17.0,8.0,32.0,18.0,12.0,['Diploma'],['Diploma'],6.08,5.96,7.04,6.64,6.63,7.42,6.85
421:DJSCE,ELECTRONICS ENGINEERING,11181877,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,37.0,13.0,15.0,8.0,43.0,12.0,9.0,34.0,18.0,18.0,9.0,35.0,13.0,9.0,['Diploma'],['Diploma'],5.27,5.36,5.96,6.15,6.67,6.71,6.36
421:DJSCE,INFORMATION TECHNOLOGY ENGINEERING,12182046,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,36.0,19.0,18.0,10.0,36.0,19.0,13.0,38.0,17.0,15.0,8.0,40.0,19.0,14.0,['Diploma'],['Diploma'],6.57,6.79,7.58,7.12,6.48,7.19,7.28
421:DJSCE,MECHANICAL,14181746,MEE8023:PROJECT,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,16.0,14.0,8.0,35.0,20.0,10.0,37.0,17.0,18.0,8.0,44.0,14.0,13.0,['Diploma'],['Diploma'],6.13,5.64,6.59,6.07,6.63,7.12,6.57
426:FCRIT,COMPUTER ENGINEERING,7182823,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,15.0,15.0,9.0,37.0,15.0,11.0,34.0,12.0,16.0,8.0,35.0,12.0,10.0,['Diploma'],['Diploma'],4.89,4.68,5.0,5.17,6.52,6.74,5.61
426:FCRIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182684,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,39.0,14.0,17.0,9.0,32.0,13.0,12.0,36.0,13.0,10.0,8.0,32.0,12.0,11.0,['Diploma'],['Diploma'],4.35,4.32,4.7,4.68,5.41,6.15,4.94
426:FCRIT,INFORMATION TECHNOLOGY ENGINEERING,12182126,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,33.0,16.0,19.0,9.0,32.0,14.0,9.0,32.0,15.0,17.0,8.0,37.0,14.0,8.0,['Diploma'],['Diploma'],4.93,5.43,5.92,5.12,6.04,6.27,5.79
426:FCRIT,MECHANICAL,14181912,MEE8021:MICRO,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,10.0,15.0,11.0,35.0,10.0,12.0,36.0,10.0,11.0,11.0,36.0,10.0,9.0,['Diploma'],['Diploma'],5.63,5.64,5.56,5.18,5.33,5.48,5.59
428:DMCE,CIVIL,6181323,CEE80410:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,28.0,0.0,14.0,8.0,13.0,16.0,9.0,19.0,13.0,15.0,9.0,16.0,14.0,8.0,['Diploma'],['Diploma'],4.78,4.73,5.48,4.86,5.85,6.21,5.52
428:DMCE,COMPUTER ENGINEERING,7182881,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,14.0,17.0,8.0,35.0,10.0,12.0,32.0,12.0,14.0,8.0,32.0,18.0,9.0,['Diploma'],['Diploma'],4.82,4.93,5.33,6.33,6.4,7.0,5.9
428:DMCE,ELECTRONICS ENGINEERING,11181954,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,17.0,16.0,10.0,32.0,16.0,8.0,32.0,17.0,17.0,10.0,35.0,18.0,8.0,['Diploma'],['Diploma'],4.62,4.21,4.57,5.0,5.26,6.46,5.42
428:DMCE,INFORMATION TECHNOLOGY ENGINEERING,12182204,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,11.0,14.0,8.0,26.0,0.0,8.0,17.0,11.0,12.0,8.0,20.0,10.0,8.0,['Diploma'],['Diploma'],4.68,4.64,4.62,4.28,5.56,5.58,5.36
428:DMCE,MECHANICAL,14181982,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,12.0,15.0,8.0,25.0,0.0,10.0,23.0,11.0,18.0,8.0,23.0,11.0,11.0,['Diploma'],['Diploma'],5.7,5.21,4.85,5.14,5.74,5.84,5.59
438:KGSCE,COMPUTER ENGINEERING,7183046,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,18.0,19.0,8.0,32.0,17.0,11.0,32.0,19.0,18.0,8.0,33.0,18.0,8.0,['Diploma'],['Diploma'],4.89,4.79,5.29,5.58,6.72,6.85,5.75
438:KGSCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182736,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,33.0,18.0,16.0,9.0,32.0,17.0,8.0,32.0,17.0,17.0,9.0,34.0,20.0,8.0,['Diploma'],['Diploma'],4.88,5.14,5.52,4.61,5.07,6.35,5.44
438:KGSCE,INFORMATION TECHNOLOGY ENGINEERING,12182349,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,19.0,18.0,6.0,32.0,18.0,8.0,32.0,17.0,16.0,8.0,32.0,10.0,8.0,['Diploma'],['Diploma'],4.96,4.43,5.38,5.28,5.85,6.73,5.65
438:KGSCE,MECHANICAL,14182130,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,11.0,8.0,20.0,15.0,9.0,21.0,11.0,15.0,8.0,21.0,12.0,11.0,['Diploma'],['Diploma'],5.38,4.93,4.63,4.46,5.93,6.76,5.73
442:LTCE,COMPUTER ENGINEERING,7183109,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,13.0,14.0,4.0,33.0,15.0,9.0,32.0,13.0,14.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],4.39,4.71,5.0,4.33,5.92,6.63,5.33
442:LTCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182782,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,20.0,20.0,10.0,32.0,20.0,10.0,26.0,0.0,19.0,9.0,23.0,19.0,8.0,['Diploma'],['Diploma'],4.58,4.61,5.07,4.64,5.52,6.77,5.48
442:LTCE,ELECTRONICS ENGINEERING,11182069,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,12.0,15.0,9.0,32.0,14.0,8.0,32.0,12.0,1.0,3.0,32.0,14.0,9.0,['Diploma'],['Diploma'],4.73,5.14,5.0,5.41,5.19,5.58,5.35
442:LTCE,MECHANICAL,14182286,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,10.0,8.0,19.0,11.0,8.0,20.0,0.0,13.0,9.0,15.0,10.0,9.0,['Diploma'],['Diploma'],5.29,4.57,4.48,4.5,5.22,6.6,5.42
443:FAMT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182902,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,35.0,17.0,15.0,9.0,39.0,17.0,13.0,35.0,16.0,15.0,8.0,32.0,17.0,8.0,['Diploma'],['Diploma'],6.08,5.21,5.81,5.39,5.96,6.54,6.1
443:FAMT,ELECTRONICS ENGINEERING,11182094,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,33.0,17.0,17.0,10.0,36.0,15.0,9.0,32.0,13.0,17.0,13.0,32.0,19.0,11.0,['Diploma'],['Diploma'],5.31,4.46,5.0,4.67,6.3,6.75,5.58
443:FAMT,INFORMATION TECHNOLOGY ENGINEERING,12182389,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,14.0,12.0,8.0,26.0,0.0,8.0,21.0,14.0,15.0,8.0,19.0,14.0,10.0,['Diploma'],['Diploma'],4.46,4.89,5.54,4.92,5.67,6.42,5.66
443:FAMT,MECHANICAL,14182572,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,13.0,10.0,35.0,14.0,11.0,32.0,14.0,13.0,8.0,35.0,10.0,9.0,['Diploma'],['Diploma'],6.42,6.07,5.81,5.78,6.19,6.72,6.39
461:SSJCE,COMPUTER ENGINEERING,7183253,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,17.0,15.0,9.0,36.0,12.0,9.0,32.0,19.0,18.0,9.0,32.0,16.0,8.0,['Diploma'],['Diploma'],4.66,4.73,4.64,4.54,6.36,6.11,5.62
461:SSJCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10182984,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,19.0,18.0,9.0,32.0,18.0,9.0,32.0,17.0,17.0,11.0,32.0,17.0,11.0,['Diploma'],['Diploma'],4.92,4.79,5.15,4.68,5.85,6.69,5.74
461:SSJCE,INFORMATION TECHNOLOGY ENGINEERING,12182476,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,20.0,18.0,9.0,32.0,20.0,10.0,32.0,19.0,20.0,9.0,32.0,20.0,11.0,['Diploma'],['Diploma'],5.25,5.04,5.44,5.16,6.3,6.77,5.87
